"strain.list","band.list","peak.list"
"19P5S1",1.1354,29.1239606995878
"19P5S1",1.2625,27.9357427298629
"19P5S1",1.6862,77.0353352667997
"19P5S1",2.4912,191.163271868815
"19P5S1",3.1097,42.2542622781234
"19P5S1",3.33,39.130665741821
"19P5S1",3.7791,47.2090662333519
"19P5S1",3.9655,63.9899086027841
"19P5S1",4.0842,66.2844886237377
"19P5S1",4.4061,33.6459736871608
"19P5S1",5.0925,137.796107995075
"19P5S1",5.2365,86.4121091502053
"19P5S1",5.6094,48.5423031698238
"01P2S1",1.4744,27.6836594283116
"01P2S1",2.2539,32.03023084306
"01P2S1",2.398,35.1207546018287
"01P2S1",2.4742,35.5006448467786
"01P2S1",2.8894,26.3208479173897
"01P2S1",3.3724,26.014488135846
"01P2S1",3.813,27.5400885624785
"01P2S1",3.9655,25.7483938642327
"01P2S1",3.991,25.7662757626965
"01P2S1",4.1265,29.2318178071029
"01P2S1",4.4316,26.5890622474192
"01P2S1",5.1349,71.556021512175
"01P2S1",5.2365,40.660050608699
"01P2S1",5.262,41.3399127066041
"01P2S1",5.4145,42.1431811359444
"01P2S1",5.5162,40.3570043499859
"01P2S1",5.6602,40.1378665233413
"19N5S2",0.1102,30.4453890208084
"19N5S2",0.2203,26.4383219066494
"19N5S2",1.4574,28.6849164828838
"19N5S2",2.1183,26.1501609311655
"19N5S2",2.8386,26.1282494020202
"19N5S2",4.4061,30.9332695921412
"19N5S2",5.1433,45.9987491837948
"19N5S2",5.262,40.8715688762391
"19N5S2",5.6517,36.1054297640887
"19N2S1",0.1356,30.1624502290848
"19N2S1",1.4913,33.8209963637594
"19N2S1",1.5676,32.7467300151269
"19N2S1",1.8557,36.7595003030902
"19N2S1",2.076,60.8091292464967
"19N2S1",2.4996,68.4915237572061
"19N2S1",2.9064,117.906923107713
"19N2S1",2.9572,124.051415905563
"19N2S1",3.1097,41.5798988863579
"19N2S1",3.2199,44.6610415356141
"19N2S1",3.4571,35.8058647926522
"19N2S1",3.7537,39.8383471302355
"19N2S1",4.1265,80.4734842829682
"19N2S1",4.5248,44.2689398405733
"19N2S1",5.1687,85.1452638800144
"19N2S1",5.2535,71.5343784307942
"19N2S1",5.6517,39.6094725913478
