"lane.id","lane","Band","MW","intensity","rel.int","gel.id"
"4: 12-19N3S4","4","4","19.35","117.55","0.1324","20150525-gel3"
"4: 12-19N3S4","4","5","7.395 ","126.88","0.0954","20150525-gel3"
"4: 12-19N3S4","4","6","4.605 ","181.80","0.2469","20150525-gel3"
"5: 13-19P4S5","5","1","52.84","52.70","0.0929","20150525-gel3"
"5: 13-19P4S5","5","2","38.79","14.68","-----","20150525-gel3"
"5: 13-19P4S5","5","3","35.59","2.6985","-----","20150525-gel3"
"5: 13-19P4S5","5","4","18.19","52.24","0.0916","20150525-gel3"
"5: 13-19P4S5","5","5","15.77","6.8733","-----","20150525-gel3"
"5: 13-19P4S5","5","6","13.91","49.65","0.0321","20150525-gel3"
"5: 13-19P4S5","5","7","7.209 ","156.35","0.2901","20150525-gel3"
"5: 13-19P4S5","5","8","4.419 ","223.99","0.5546","20150525-gel3"
"6: 14-19P2S2","6","1","56.58","258.09","0.0431","20150525-gel3"
"6: 14-19P2S2","6","2","51.35","282.87","0.1793","20150525-gel3"
"6: 14-19P2S2","6","3","47.61","232.33","0.0691","20150525-gel3"
"6: 14-19P2S2","6","4","43.12","161.27","0.0389","20150525-gel3"
"6: 14-19P2S2","6","5","40.22","99.18","0.0283","20150525-gel3"
"6: 14-19P2S2","6","6","27.94","43.76","0.0172","20150525-gel3"
"6: 14-19P2S2","6","7","25.43","44.34","0.0213","20150525-gel3"
"6: 14-19P2S2","6","8","21.18","77.38","0.0304","20150525-gel3"
"6: 14-19P2S2","6","9","19.16","214.30","0.1179","20150525-gel3"
"6: 14-19P2S2","6","10","15.77","194.44","0.0922","20150525-gel3"
"6: 14-19P2S2","6","11","7.488 ","247.35","0.1851","20150525-gel3"
"6: 14-19P2S2","6","12","4.698 ","221.60","0.1772","20150525-gel3"
"7: 15-01P2S2","7","1","3.116 ","509.83","1.0000","20150525-gel3"
"8: 16-01N2S3","8","1","73.4 ","425.60","0.1410","20150525-gel3"
"8: 16-01N2S3","8","2","40.4 ","203.38","0.0305","20150525-gel3"
"8: 16-01N2S3","8","3","38.26","1060.52","0.1599","20150525-gel3"
"8: 16-01N2S3","8","4","35.59","928.85","0.2842","20150525-gel3"
"8: 16-01N2S3","8","5","23.11","44.01","0.0052","20150525-gel3"
"8: 16-01N2S3","8","6","21.09","95.14","0.0381","20150525-gel3"
"8: 16-01N2S3","8","7","8.605 ","217.83","0.0300","20150525-gel3"
"8: 16-01N2S3","8","8","7.395 ","336.88","0.1141","20150525-gel3"
"8: 16-01N2S3","8","9","4.512 ","437.38","0.1971","20150525-gel3"
"9: 113-21P2S1","9","1","64.43","402.06","0.0655","20150525-gel3"
"9: 113-21P2S1","9","2","62.19","477.13","0.0924","20150525-gel3"
"9: 113-21P2S1","9","3","58.45","527.76","0.0914","20150525-gel3"
"9: 113-21P2S1","9","4","55.46","529.82","0.1040","20150525-gel3"
"9: 113-21P2S1","9","5","51.72","386.35","0.0620","20150525-gel3"
"9: 113-21P2S1","9","6","47.98","265.38","0.0396","20150525-gel3"
"9: 113-21P2S1","9","7","43.12","173.48","0.0201","20150525-gel3"
"9: 113-21P2S1","9","8","40.58","128.24","0.0157","20150525-gel3"
"9: 113-21P2S1","9","9","31.49","167.36","0.0311","20150525-gel3"
"9: 113-21P2S1","9","10","28.13","186.45","0.0280","20150525-gel3"
"9: 113-21P2S1","9","11","25.62","273.61","0.0438","20150525-gel3"
"9: 113-21P2S1","9","12","21.57","200.49","0.0262","20150525-gel3"
"9: 113-21P2S1","9","13","19.54","432.15","0.0735","20150525-gel3"
"9: 113-21P2S1","9","14","15.95","374.49","0.0512","20150525-gel3"
"9: 113-21P2S1","9","15","7.488 ","591.15","0.1557","20150525-gel3"
"9: 113-21P2S1","9","16","4.326 ","431.85","0.0996","20150525-gel3"
"10: 115-21P4S4","10","1","70.04","165.74","0.0684","20150525-gel3"
"10: 115-21P4S4","10","2","65.93","235.48","0.0822","20150525-gel3"
"10: 115-21P4S4","10","3","59.57","235.70","0.1214","20150525-gel3"
"10: 115-21P4S4","10","4","55.83","217.23","0.0573","20150525-gel3"
"10: 115-21P4S4","10","5","52.09","145.44","0.0598","20150525-gel3"
"10: 115-21P4S4","10","6","48.36","92.03","0.0462","20150525-gel3"
"10: 115-21P4S4","10","7","43.87","44.94","0.0178","20150525-gel3"
"10: 115-21P4S4","10","8","28.52","17.93","0.0054","20150525-gel3"
"10: 115-21P4S4","10","9","25.91","37.08","0.0122","20150525-gel3"
"10: 115-21P4S4","10","10","21.76","64.29","0.0187","20150525-gel3"
"10: 115-21P4S4","10","11","19.74","179.33","0.0871","20150525-gel3"
"10: 115-21P4S4","10","12","16.23","174.13","0.0614","20150525-gel3"
"10: 115-21P4S4","10","13","7.674 ","283.19","0.1619","20150525-gel3"
"10: 115-21P4S4","10","14","4.791 ","271.55","0.2002","20150525-gel3"
"11: 116-21P4S2","11","1","66.67","435.45","0.1359","20150525-gel3"
"11: 116-21P4S2","11","2","64.43","444.98","0.0574","20150525-gel3"
"11: 116-21P4S2","11","3","61.07","431.35","0.0724","20150525-gel3"
"11: 116-21P4S2","11","4","58.07","388.71","0.0706","20150525-gel3"
"11: 116-21P4S2","11","5","54.71","300.08","0.0591","20150525-gel3"
"11: 116-21P4S2","11","6","50.97","207.71","0.0443","20150525-gel3"
"11: 116-21P4S2","11","7","46.86","148.74","0.0327","20150525-gel3"
"11: 116-21P4S2","11","8","42   ","114.14","0.0327","20150525-gel3"
"11: 116-21P4S2","11","9","29.18","98.31","0.0250","20150525-gel3"
"11: 116-21P4S2","11","10","26.59","214.86","0.0489","20150525-gel3"
"11: 116-21P4S2","11","11","24.46","137.81","0.0315","20150525-gel3"
"11: 116-21P4S2","11","12","22.63","161.93","0.0137","20150525-gel3"
"11: 116-21P4S2","11","13","20.32","206.30","0.0550","20150525-gel3"
"11: 116-21P4S2","11","14","16.88","291.98","0.0502","20150525-gel3"
"11: 116-21P4S2","11","15","7.86  ","414.89","0.1479","20150525-gel3"
"11: 116-21P4S2","11","16","4.977 ","333.38","0.1227","20150525-gel3"
"12: 119-21N3S4","12","1","57.33","369.80","0.0604","20150525-gel3"
"12: 119-21N3S4","12","2","45.36","416.85","0.0249","20150525-gel3"
"12: 119-21N3S4","12","3","41.64","1053.65","0.0541","20150525-gel3"
"12: 119-21N3S4","12","4","39.33","965.04","0.0776","20150525-gel3"
"12: 119-21N3S4","12","5","34.52","404.43","0.0443","20150525-gel3"
"12: 119-21N3S4","12","6","30.96","378.21","0.0411","20150525-gel3"
"12: 119-21N3S4","12","7","27.65","405.99","0.0516","20150525-gel3"
"12: 119-21N3S4","12","8","25.33","145.60","0.0175","20150525-gel3"
"12: 119-21N3S4","12","9","23.21","296.34","0.0232","20150525-gel3"
"12: 119-21N3S4","12","10","21.67","553.57","0.0808","20150525-gel3"
"12: 119-21N3S4","12","11","18.29","271.69","0.0327","20150525-gel3"
"12: 119-21N3S4","12","12","16.88","156.81","0.0084","20150525-gel3"
"12: 119-21N3S4","12","13","8.14  ","1341.47","0.2407","20150525-gel3"
"12: 119-21N3S4","12","14","5.442 ","1278.59","0.2428","20150525-gel3"
