"strain.list","band.list","peak.list"
"01N3S3",1.2288,13.7160068397621
"01N3S3",1.2542,13.7279933034485
"01N3S3",1.5763,17.8010337216424
"01N3S3",1.8729,11.3820811359225
"01N3S3",2.1864,11.9846743280472
"01N3S3",2.2288,12.1838495637826
"01N3S3",2.3983,13.094600610915
"01N3S3",2.5932,15.2215243579574
"01N3S3",2.8305,23.8670584233668
"01N3S3",3.1525,24.1208542990103
"01N3S3",3.3136,14.5438484449634
"01N3S3",3.7373,58.0567111402763
"01N3S3",3.9915,15.8569749799026
"01N3S3",4.0424,15.5980875721199
"01N3S3",4.2373,19.7471662618105
"01N3S3",4.5508,52.2656652447221
"01N3S3",4.6271,49.7713825455359
"01N3S3",5.0763,21.5749804686292
"01N3S3",5.3644,100.829342965151
"01N3S3",5.6186,65.4284896179595
"01P5S1",0.2797,11.1854221507442
"01P5S1",0.4831,10.4651876317396
"01P5S1",0.8644,11.6498791529197
"01P5S1",0.9576,11.1310009353099
"01P5S1",1.1186,12.4275990206432
"01P5S1",1.2966,12.1289079158469
"01P5S1",1.5339,13.8556914091554
"01P5S1",1.678,11.5942552292241
"01P5S1",1.9068,11.4085166563589
"01P5S1",1.9661,11.2589866567528
"01P5S1",2.0678,12.7254531825894
"01P5S1",2.3898,13.8276735137474
"01P5S1",2.661,15.9154594452628
"01P5S1",2.8305,16.2240922501395
"01P5S1",2.9576,16.3007585063167
"01P5S1",3.1102,15.5466079691068
"01P5S1",3.4153,13.6009344206792
"01P5S1",3.6949,19.7197975768995
"01P5S1",4.0932,14.4055025651423
"01P5S1",4.2542,14.6310499491237
"01P5S1",4.2881,14.5981196397522
"01P5S1",4.3644,14.6997831099142
"01P5S1",4.3983,14.8105001443615
"01P5S1",4.5169,31.5848311434412
"01P5S1",5.0508,21.0490128129811
"01P5S1",5.2458,36.409524995148
"01P5S1",5.3305,37.2798989563905
"01P5S1",5.6186,32.001374073225
"21N5S5",0.2797,11.5613066798634
"21N5S5",0.3559,11.0103697981688
"21N5S5",0.4576,12.341923722273
"21N5S5",0.4831,12.3708486931502
"21N5S5",0.8644,22.0851871653636
"21N5S5",0.9915,18.4115372446891
"21N5S5",1.4153,12.7103545422973
"21N5S5",2.1695,41.3021022731043
"21N5S5",2.6102,57.1339451738285
"21N5S5",2.7881,54.6758693890214
"21N5S5",3.0847,152.106320062747
"21N5S5",3.3729,59.019128996348
"21N5S5",3.5847,40.1369906003172
"21N5S5",3.9237,54.3155570420442
"21N5S5",4.2797,78.1679333076321
"21N5S5",4.678,59.6297214509625
"21N5S5",4.7712,40.8162455407014
"21N5S5",4.9322,11.2834936644477
"21N5S5",5.2119,90.4937894360409
"21N5S5",5.3475,117.602420937897
"21N5S5",5.6356,41.81041551826
"21P2S2",0.6525,16.3465309796938
"21P2S2",0.7881,15.8752988893203
"21P2S2",0.9576,17.8318066673569
"21P2S2",1.2034,14.5797617582127
"21P2S2",1.5847,21.6706344483491
"21P2S2",2.2797,45.7840071702941
"21P2S2",2.4661,57.8488576588114
"21P2S2",2.9915,25.6775119464718
"21P2S2",3.3305,30.0122162569542
"21P2S2",3.4915,36.2950254040363
"21P2S2",3.6949,43.5932530727644
"21P2S2",4.0678,29.0448413525184
"21P2S2",4.1017,29.3047644381801
"21P2S2",4.2288,48.6758080075382
"21P2S2",4.5339,46.3888267149358
"21P2S2",4.839,10.2929054093611
"21P2S2",4.8644,10.2781881203476
"21P2S2",5.0932,11.1930617182447
"21P2S2",5.1271,11.1443880723946
"21P2S2",5.3305,55.491843797418
"21P2S2",5.7288,14.8504651516483
"21P3S2",0.3559,12.5518410199653
"21P3S2",0.7458,23.8868828237507
"21P3S2",1.6271,22.3985628157015
"21P3S2",2.2288,42.8103312221559
"21P3S2",2.4153,38.849441292996
"21P3S2",2.6356,42.5784997688805
"21P3S2",2.678,42.4145338801021
"21P3S2",2.8729,34.6777379650509
"21P3S2",3,48.1613374247221
"21P3S2",3.3559,23.1434854810734
"21P3S2",3.5085,24.9499593266586
"21P3S2",3.7288,24.7459703973427
"21P3S2",4.2373,31.7572550928298
"21P3S2",4.5593,29.3652476348248
"21P3S2",4.5932,29.142218545405
"21P3S2",4.9576,10.8006379255055
"21P3S2",5.1017,11.5368666717369
"21P3S2",5.1186,11.5565716576333
"21P3S2",5.3644,68.5049224769753
"21P3S2",5.6864,24.3235176657862
"21P4S3",0.2034,10.7116440869556
"21P4S3",0.3898,11.156535490185
"21P4S3",0.4153,11.084837159875
"21P4S3",0.5424,11.6671945351618
"21P4S3",0.9322,16.7105366900354
"21P4S3",1.2966,17.3017214602761
"21P4S3",1.6525,27.6812517321677
"21P4S3",1.9661,32.487026682014
"21P4S3",2.2712,50.1329104241618
"21P4S3",2.5932,73.8467709788079
"21P4S3",2.9576,66.1240941568525
"21P4S3",3.0424,56.0165097756637
"21P4S3",3.0763,55.7008269809186
"21P4S3",3.3559,33.1299306003874
"21P4S3",3.6949,28.0513437401832
"21P4S3",4.2203,46.0107401375061
"21P4S3",4.5169,31.4414258807985
"21P4S3",4.6017,29.4505080066823
"21P4S3",4.9576,10.1086911284062
"21P4S3",5.0932,10.3658963610856
"21P4S3",5.1271,10.2953194758249
"21P4S3",5.3475,54.2010933523387
"21P4S3",5.7203,19.6533769819086
"21P4S5",0.2119,11.1189491624688
"21P4S5",0.322,12.1047076649996
"21P4S5",0.6356,17.1348881776834
"21P4S5",0.7797,18.5177940888186
"21P4S5",1.0085,19.0295242766688
"21P4S5",1.2797,20.2885867151939
"21P4S5",1.822,59.8302970254403
"21P4S5",2.6271,134.304462663701
"21P4S5",2.9576,66.2029476356089
"21P4S5",3.3814,58.0003596522287
"21P4S5",3.7712,32.6717225765851
"21P4S5",3.9492,32.7821284850744
"21P4S5",4.2712,63.7323849719686
"21P4S5",4.5169,31.1796487404578
"21P4S5",4.678,34.6003207244236
"21P4S5",5.0593,21.1528591863254
"21P4S5",5.339,99.5907472015135
"21P4S5",5.6441,79.6477292775701
"21P5S1",0.5678,20.2365006322667
"21P5S1",0.8729,26.187079261526
"21P5S1",1.0508,20.9701479749019
"21P5S1",1.2203,17.7619187149471
"21P5S1",1.5847,17.9306703178991
"21P5S1",2.0085,21.3345420789776
"21P5S1",2.0339,21.4047495736627
"21P5S1",2.2373,26.4769497991007
"21P5S1",2.4153,27.5296078869763
"21P5S1",2.6271,29.4295397825614
"21P5S1",3,35.9118258721564
"21P5S1",3.4576,20.6409399007493
"21P5S1",3.661,19.5555140707387
"21P5S1",4.1864,29.72399220397
"21P5S1",4.4831,29.8065200197202
"21P5S1",4.7542,11.6198048175729
"21P5S1",4.7712,11.6036011731556
"21P5S1",4.9746,10.0252729997448
"21P5S1",5.1186,11.0493257537995
"21P5S1",5.2797,32.8678123002882
"21P5S1",5.7373,18.0800352748509
"21P5S3",0.2288,14.0055768835855
"21P5S3",0.4746,12.1136675942669
"21P5S3",0.839,16.6150020887458
"21P5S3",0.9407,16.7024604864573
"21P5S3",1.0339,17.0959746248549
"21P5S3",1.2034,15.0127061584307
"21P5S3",1.3305,19.3984308281974
"21P5S3",1.6017,20.1891543146232
"21P5S3",2.2373,33.1910066778354
"21P5S3",2.4661,33.6473388353058
"21P5S3",2.6356,35.3868530349658
"21P5S3",2.8136,29.5628291218303
"21P5S3",2.9661,40.2067040491441
"21P5S3",3.4068,25.3255587802003
"21P5S3",3.6186,28.0318505675912
"21P5S3",3.7797,16.6958399096057
"21P5S3",3.9661,18.5725080712263
"21P5S3",4.1186,31.4866664729995
"21P5S3",4.4153,37.5676187678964
"21P5S3",4.7712,10.9483156315908
"21P5S3",4.9661,10.366097443071
"21P5S3",5.1525,10.028576470628
"21P5S3",5.3051,47.9351219237126
"21P5S3",5.7458,15.2384563503951
