"lane.id","lane","Band","MW","intensity","rel.int","gel.id"
"8: 37-19P5S5","8","3","89.19","61.32","0.0206","20160420-gel3"
"8: 37-19P5S5","8","4","85.15","98.02","0.0629","20160420-gel3"
"8: 37-19P5S5","8","5","79.75","137.95","0.1001","20160420-gel3"
"8: 37-19P5S5","8","6","73.91","138.95","0.0923","20160420-gel3"
"8: 37-19P5S5","8","7","68.07","109.96","0.0768","20160420-gel3"
"8: 37-19P5S5","8","8","61.78","89.04","0.0589","20160420-gel3"
"8: 37-19P5S5","8","9","54.58","62.28","0.0417","20160420-gel3"
"8: 37-19P5S5","8","10","47.39","40.51","0.0261","20160420-gel3"
"8: 37-19P5S5","8","11","41.08","12.98","0.0067","20160420-gel3"
"8: 37-19P5S5","8","12","27.94","49.15","0.0355","20160420-gel3"
"8: 37-19P5S5","8","13","26.31","21.13","0.0122","20160420-gel3"
"8: 37-19P5S5","8","14","24.44","58.26","0.0396","20160420-gel3"
"8: 37-19P5S5","8","15","23   ","96.13","0.0266","20160420-gel3"
"8: 37-19P5S5","8","16","22.38","160.51","0.1422","20160420-gel3"
"8: 37-19P5S5","8","17","18.88","298.62","0.2219","20160420-gel3"
"8: 37-19P5S5","8","18","17.83","26.26","0.0097","20160420-gel3"
"9: 49-01P2S2","9","1","54.58","121.44","0.0453","20160420-gel3"
"9: 49-01P2S2","9","2","47.39","271.26","0.0842","20160420-gel3"
"9: 49-01P2S2","9","3","41.21","225.19","0.0742","20160420-gel3"
"9: 49-01P2S2","9","4","38.32","68.32","0.0142","20160420-gel3"
"9: 49-01P2S2","9","5","34.91","136.66","0.0524","20160420-gel3"
"9: 49-01P2S2","9","6","30.97","80.20","0.0246","20160420-gel3"
"9: 49-01P2S2","9","7","27.19","666.47","0.3803","20160420-gel3"
"9: 49-01P2S2","9","8","24.25","156.89","0.0553","20160420-gel3"
"9: 49-01P2S2","9","9","22.25","201.53","0.1023","20160420-gel3"
"9: 49-01P2S2","9","10","18.38","708.73","0.1284","20160420-gel3"
"9: 49-01P2S2","9","11","17.49","182.50","0.0326","20160420-gel3"
"9: 49-01P2S2","9","12","14.63","24.07","0.0061","20160420-gel3"
"10: e.coli","10","1","67.62","75.28","0.1014","20160420-gel3"
"10: e.coli","10","2","61.78","139.15","0.2044","20160420-gel3"
"10: e.coli","10","3","55.93","176.02","0.2636","20160420-gel3"
"10: e.coli","10","4","49.64","153.87","0.2203","20160420-gel3"
"10: e.coli","10","5","42.9 ","92.72","0.1340","20160420-gel3"
"10: e.coli","10","6","40.29","42.57","0.0523","20160420-gel3"
"10: e.coli","10","7","38.19","18.41","0.0179","20160420-gel3"
"10: e.coli","10","8","35.83","4.2312","0.0060","20160420-gel3"
