"lane.id","strain","Band","MW","intensity","rel.int","gel.id"
"10: ECOLI"," ECOLI","3","49407.4","764.66","0.1807","2016-4-25_1_20160413-gel1_Data"
"10: ECOLI"," ECOLI","4","45851.9","656.5","0.1508","2016-4-25_1_20160413-gel1_Data"
"10: ECOLI"," ECOLI","5","42296.3","426.34","0.0899","2016-4-25_1_20160413-gel1_Data"
"10: ECOLI"," ECOLI","6","41729.2","211.31","0.0437","2016-4-25_1_20160413-gel1_Data"
"10: ECOLI"," ECOLI","7","41031.3","92.28","0.0171","2016-4-25_1_20160413-gel1_Data"
"10: ECOLI"," ECOLI","8","38843.8","36.26","0.0069","2016-4-25_1_20160413-gel1_Data"
"10: ECOLI"," ECOLI","9","22400","7.0363","0.0065","2016-4-25_1_20160413-gel1_Data"
"10: ECOLI"," ECOLI","10","20876.9","62.72","0.0126","2016-4-25_1_20160413-gel1_Data"
"10: ECOLI"," ECOLI","11","17111.1","24.01","0.0029","2016-4-25_1_20160413-gel1_Data"
"10: ECOLI"," ECOLI","12","15111.1","161.52","0.0248","2016-4-25_1_20160413-gel1_Data"
"10: ECOLI"," ECOLI","13","12888.9","500.32","0.1101","2016-4-25_1_20160413-gel1_Data"
"10: ECOLI"," ECOLI","14","9925.9","626.16","0.1691","2016-4-25_1_20160413-gel1_Data"
