"strain.list","band.list","peak.list"
"21P4S3",1.2249,33.0377433945142
"21P4S3",1.3333,31.011616680479
"21P4S3",1.5499,28.1294951588212
"21P4S3",1.7416,21.7623002115338
"21P4S3",2.0749,45.2677883682444
"21P4S3",2.3582,33.5832628815247
"21P4S3",2.4665,30.9133960640474
"21P4S3",2.6498,11.5995059663881
"21P4S3",3.0748,42.1091186617072
"21P4S3",3.1831,53.3939930178283
"21P4S5",0.3833,144.508651574188
"21P4S5",0.4666,158.778866934315
"21P4S5",0.5416,164.977563218476
"21P4S5",0.6166,139.102199929725
"21P4S5",0.7083,100.938870841574
"21P4S5",0.8249,76.5267155089759
"21P4S5",0.9166,74.1395971687167
"21P4S5",1.2666,66.0699262477766
"21P4S5",1.4082,57.658184568485
"21P4S5",1.6499,37.6828062071157
"21P4S5",1.7916,37.7216627656609
"21P4S5",2.0832,62.2661174164898
"21P4S5",2.1415,66.2908624369447
"21P4S5",2.3665,32.4638312929742
"21P4S5",2.5332,37.7651062896361
"21P4S5",2.6582,25.0214600706657
"21P4S5",2.9082,23.0896146011648
"21P4S5",3.0915,97.6013782915014
"21P4S5",3.1748,114.109554013032
"21P5S1",0.125,29.0378328732986
"21P5S1",0.2,26.987916796305
"21P5S1",0.2833,29.3695102251959
"21P5S1",0.325,28.7585474053907
"21P5S1",0.5333,32.3900294836211
"21P5S1",0.5833,30.577146936218
"21P5S1",0.8583,40.2517981660953
"21P5S1",0.9499,35.8741612580939
"21P5S1",1.0999,21.6907363180654
"21P5S1",1.2416,19.0536555165873
"21P5S1",1.3249,20.9809805433671
"21P5S1",1.5082,20.9605335239189
"21P5S1",1.6832,14.3165954351892
"21P5S1",2.0415,30.4944056062391
"21P5S1",2.3332,33.1529874388486
"21P5S1",2.5998,11.885309004061
"21P5S1",2.6915,11.3304339267299
"21P5S1",2.9915,11.1670311386187
"21P5S1",3.0915,36.5844759702187
"21P5S1",3.1665,30.3510965184673
"21P5S3",0.1083,31.6901790351373
"21P5S3",0.1583,33.0182079078797
"21P5S3",0.2167,33.3673194271512
"21P5S3",0.3083,35.1337171969617
"21P5S3",0.4083,32.1163007397396
"21P5S3",0.5166,37.0846688975824
"21P5S3",0.75,30.543534418934
"21P5S3",0.8333,43.9013241812655
"21P5S3",0.9083,39.8136654082785
"21P5S3",1.1749,22.6841317087506
"21P5S3",1.2916,24.826351380833
"21P5S3",1.4749,28.4599210406703
"21P5S3",1.8249,18.9371238166689
"21P5S3",1.9915,32.7492777355925
"21P5S3",2.2915,39.6014691291491
"21P5S3",2.3749,20.7337966496916
"21P5S3",2.6082,10.9556752945874
"21P5S3",3.1331,50.4368639701073
